material	sop	exp	rep	org	machine
cryoPBMC-APC-CD19-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-APC-Cy7-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-AqLD-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-AxPB-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-FITC-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-PE-Cy7-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-PE-fmo	3	1	1	BMSWarren	CantoSORP
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BMSWarren	CantoSORP
panel1-cryoPBMC-1	3	1	1	BMSWarren	CantoSORP
panel1-cryoPBMC-1	3	1	2	BMSWarren	CantoSORP
panel1-cryoPBMC-1	3	1	3	BMSWarren	CantoSORP
panel1-cryoPBMC-2	3	1	1	BMSWarren	CantoSORP
panel1-cryoPBMC-2	3	1	2	BMSWarren	CantoSORP
panel1-cryoPBMC-2	3	1	3	BMSWarren	CantoSORP
panel1-cryoPBMC-3	3	1	1	BMSWarren	CantoSORP
panel1-cryoPBMC-3	3	1	2	BMSWarren	CantoSORP
panel1-cryoPBMC-3	3	1	3	BMSWarren	CantoSORP
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BMSWarren	CantoSORP
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BMSWarren	CantoSORP
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BMSWarren	CantoSORP
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BMSWarren	CantoSORP
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BMSWarren	CantoSORP
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BMSWarren	CantoSORP
TruCount-CD45-TruCytes	3	3	1	BMSWarren	CantoSORP
TruCount-CD45-TruCytes	3	3	2	BMSWarren	CantoSORP
panel1-TruCytes	3	4	1	BMSWarren	CantoSORP
panel1-TruCytes	3	4	2	BMSWarren	CantoSORP
panel1-TruCytes	3	4	3	BMSWarren	CantoSORP
FC-APC-Cy7	1	1	1	BMSWarren	MQA10-1
FC-APC	1	1	1	BMSWarren	MQA10-1
FC-FITC	1	1	1	BMSWarren	MQA10-1
FC-PE-Cy7	1	1	1	BMSWarren	MQA10-1
FC-PerCP-Cy5.5	1	1	1	BMSWarren	MQA10-1
FC-PE	1	1	1	BMSWarren	MQA10-1
FC-V450	1	1	1	BMSWarren	MQA10-1
FC-V500-C	1	1	1	BMSWarren	MQA10-1
RCP-30-5A	1	1	1	BMSWarren	MQA10-1
APC-cryoPBMC	2	1	1	BMSWarren	MQA10-1
APC-Cy7-cryoPBMC	2	1	1	BMSWarren	MQA10-1
AqLD-lyoLeuk	2	1	1	BMSWarren	MQA10-1
AxPB-lyoLeuk	2	1	1	BMSWarren	MQA10-1
FITC-cryoPBMC	2	1	1	BMSWarren	MQA10-1
PE-cryoPBMC	2	1	1	BMSWarren	MQA10-1
PE-Cy7-cryoPBMC	2	1	1	BMSWarren	MQA10-1
PerCP-Cy5.5-cryoPBMC	2	1	1	BMSWarren	MQA10-1
APC-AbCTotal	2	2	1	BMSWarren	MQA10-1
APC-Cy7-AbCTotal	2	2	1	BMSWarren	MQA10-1
FITC-AbCTotal	2	2	1	BMSWarren	MQA10-1
PE-AbCTotal	2	2	1	BMSWarren	MQA10-1
PE-Cy7-AbCTotal	2	2	1	BMSWarren	MQA10-1
PerCP-Cy5.5-AbCTotal	2	2	1	BMSWarren	MQA10-1
APC-Versacmp	2	3	1	BMSWarren	MQA10-1
APC-Cy7-Versacmp	2	3	1	BMSWarren	MQA10-1
FITC-Versacmp	2	3	1	BMSWarren	MQA10-1
PE-Versacmp	2	3	1	BMSWarren	MQA10-1
PE-Cy7-Versacmp	2	3	1	BMSWarren	MQA10-1
PerCP-Cy5.5-Versacmp	2	3	1	BMSWarren	MQA10-1
AqBead	2	4	1	BMSWarren	MQA10-1
PBBead	2	4	1	BMSWarren	MQA10-1
cryoPBMC-APC-CD14-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-APC-CD19-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-APC-Cy7-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-AqLD-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-AxPB-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-FITC-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-PE-Cy7-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-PE-fmo	3	1	1	BMSWarren	MQA10-1
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BMSWarren	MQA10-1
panel1-cryoPBMC-1	3	1	1	BMSWarren	MQA10-1
panel1-cryoPBMC-1	3	1	2	BMSWarren	MQA10-1
panel1-cryoPBMC-1	3	1	3	BMSWarren	MQA10-1
panel1-cryoPBMC-2	3	1	1	BMSWarren	MQA10-1
panel1-cryoPBMC-2	3	1	2	BMSWarren	MQA10-1
panel1-cryoPBMC-2	3	1	3	BMSWarren	MQA10-1
panel1-cryoPBMC-3	3	1	1	BMSWarren	MQA10-1
panel1-cryoPBMC-3	3	1	2	BMSWarren	MQA10-1
panel1-cryoPBMC-3	3	1	3	BMSWarren	MQA10-1
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BMSWarren	MQA10-1
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BMSWarren	MQA10-1
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BMSWarren	MQA10-1
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BMSWarren	MQA10-1
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BMSWarren	MQA10-1
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BMSWarren	MQA10-1
TruCount-CD45-TruCytes	3	3	1	BMSWarren	MQA10-1
TruCount-CD45-TruCytes	3	3	2	BMSWarren	MQA10-1
panel1-TruCytes	3	4	1	BMSWarren	MQA10-1
panel1-TruCytes	3	4	2	BMSWarren	MQA10-1
panel1-TruCytes	3	4	3	BMSWarren	MQA10-1
FC-APC-Cy7	1	1	1	BMSWarren	MQA10-2
FC-APC	1	1	1	BMSWarren	MQA10-2
FC-FITC	1	1	1	BMSWarren	MQA10-2
FC-PE-Cy7	1	1	1	BMSWarren	MQA10-2
FC-PerCP-Cy5.5	1	1	1	BMSWarren	MQA10-2
FC-PE	1	1	1	BMSWarren	MQA10-2
FC-V450	1	1	1	BMSWarren	MQA10-2
FC-V500-C	1	1	1	BMSWarren	MQA10-2
RCP-30-5A	1	1	1	BMSWarren	MQA10-2
APC-cryoPBMC	2	1	1	BMSWarren	MQA10-2
APC-Cy7-cryoPBMC	2	1	1	BMSWarren	MQA10-2
AqLD-lyoLeuk	2	1	1	BMSWarren	MQA10-2
AxPB-lyoLeuk	2	1	1	BMSWarren	MQA10-2
FITC-cryoPBMC	2	1	1	BMSWarren	MQA10-2
PE-cryoPBMC	2	1	1	BMSWarren	MQA10-2
PE-Cy7-cryoPBMC	2	1	1	BMSWarren	MQA10-2
PerCP-Cy5.5-cryoPBMC	2	1	1	BMSWarren	MQA10-2
APC-AbCTotal	2	2	1	BMSWarren	MQA10-2
APC-Cy7-AbCTotal	2	2	1	BMSWarren	MQA10-2
FITC-AbCTotal	2	2	1	BMSWarren	MQA10-2
PE-AbCTotal	2	2	1	BMSWarren	MQA10-2
PE-Cy7-AbCTotal	2	2	1	BMSWarren	MQA10-2
PerCP-Cy5.5-AbCTotal	2	2	1	BMSWarren	MQA10-2
APC-Versacmp	2	3	1	BMSWarren	MQA10-2
APC-Cy7-Versacmp	2	3	1	BMSWarren	MQA10-2
FITC-Versacmp	2	3	1	BMSWarren	MQA10-2
PE-Versacmp	2	3	1	BMSWarren	MQA10-2
PE-Cy7-Versacmp	2	3	1	BMSWarren	MQA10-2
PerCP-Cy5.5-Versacmp	2	3	1	BMSWarren	MQA10-2
AqBead	2	4	1	BMSWarren	MQA10-2
PBBead	2	4	1	BMSWarren	MQA10-2
cryoPBMC-APC-CD14-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-APC-CD19-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-APC-Cy7-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-AqLD-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-AxPB-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-FITC-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-PE-Cy7-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-PE-fmo	3	1	1	BMSWarren	MQA10-2
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BMSWarren	MQA10-2
panel1-cryoPBMC-1	3	1	1	BMSWarren	MQA10-2
panel1-cryoPBMC-1	3	1	2	BMSWarren	MQA10-2
panel1-cryoPBMC-1	3	1	3	BMSWarren	MQA10-2
panel1-cryoPBMC-2	3	1	1	BMSWarren	MQA10-2
panel1-cryoPBMC-2	3	1	2	BMSWarren	MQA10-2
panel1-cryoPBMC-2	3	1	3	BMSWarren	MQA10-2
panel1-cryoPBMC-3	3	1	1	BMSWarren	MQA10-2
panel1-cryoPBMC-3	3	1	2	BMSWarren	MQA10-2
panel1-cryoPBMC-3	3	1	3	BMSWarren	MQA10-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BMSWarren	MQA10-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BMSWarren	MQA10-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BMSWarren	MQA10-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BMSWarren	MQA10-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BMSWarren	MQA10-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BMSWarren	MQA10-2
TruCount-CD45-TruCytes	3	3	1	BMSWarren	MQA10-2
TruCount-CD45-TruCytes	3	3	2	BMSWarren	MQA10-2
panel1-TruCytes	3	4	1	BMSWarren	MQA10-2
panel1-TruCytes	3	4	2	BMSWarren	MQA10-2
panel1-TruCytes	3	4	3	BMSWarren	MQA10-2
FC-APC-Cy7	1	1	1	CellBio	CellStream
FC-APC	1	1	1	CellBio	CellStream
FC-FITC	1	1	1	CellBio	CellStream
FC-PE-Cy7	1	1	1	CellBio	CellStream
FC-PerCP-Cy5.5	1	1	1	CellBio	CellStream
FC-PE	1	1	1	CellBio	CellStream
FC-V450	1	1	1	CellBio	CellStream
FC-V500-C	1	1	1	CellBio	CellStream
RCP-30-5A	1	1	1	CellBio	CellStream
APC-cryoPBMC	2	1	1	CellBio	CellStream
APC-Cy7-cryoPBMC	2	1	1	CellBio	CellStream
AqLD-lyoLeuk	2	1	1	CellBio	CellStream
AxPB-lyoLeuk	2	1	1	CellBio	CellStream
FITC-cryoPBMC	2	1	1	CellBio	CellStream
PE-cryoPBMC	2	1	1	CellBio	CellStream
PE-Cy7-cryoPBMC	2	1	1	CellBio	CellStream
PerCP-Cy5.5-cryoPBMC	2	1	1	CellBio	CellStream
APC-AbCTotal	2	2	1	CellBio	CellStream
APC-Cy7-AbCTotal	2	2	1	CellBio	CellStream
FITC-AbCTotal	2	2	1	CellBio	CellStream
PE-AbCTotal	2	2	1	CellBio	CellStream
PE-Cy7-AbCTotal	2	2	1	CellBio	CellStream
PerCP-Cy5.5-AbCTotal	2	2	1	CellBio	CellStream
APC-Versacmp	2	3	1	CellBio	CellStream
APC-Cy7-Versacmp	2	3	1	CellBio	CellStream
FITC-Versacmp	2	3	1	CellBio	CellStream
PE-Versacmp	2	3	1	CellBio	CellStream
PE-Cy7-Versacmp	2	3	1	CellBio	CellStream
PerCP-Cy5.5-Versacmp	2	3	1	CellBio	CellStream
AqBead	2	4	1	CellBio	CellStream
PBBead	2	4	1	CellBio	CellStream
cryoPBMC-APC-CD14-fmo	3	1	1	CellBio	CellStream
cryoPBMC-APC-CD19-fmo	3	1	1	CellBio	CellStream
cryoPBMC-APC-Cy7-fmo	3	1	1	CellBio	CellStream
cryoPBMC-AqLD-fmo	3	1	1	CellBio	CellStream
cryoPBMC-AxPB-fmo	3	1	1	CellBio	CellStream
cryoPBMC-FITC-fmo	3	1	1	CellBio	CellStream
cryoPBMC-PE-Cy7-fmo	3	1	1	CellBio	CellStream
cryoPBMC-PE-fmo	3	1	1	CellBio	CellStream
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	CellBio	CellStream
panel1-cryoPBMC-1	3	1	1	CellBio	CellStream
panel1-cryoPBMC-1	3	1	2	CellBio	CellStream
panel1-cryoPBMC-1	3	1	3	CellBio	CellStream
panel1-cryoPBMC-2	3	1	1	CellBio	CellStream
panel1-cryoPBMC-2	3	1	2	CellBio	CellStream
panel1-cryoPBMC-2	3	1	3	CellBio	CellStream
panel1-cryoPBMC-3	3	1	1	CellBio	CellStream
panel1-cryoPBMC-3	3	1	2	CellBio	CellStream
panel1-cryoPBMC-3	3	1	3	CellBio	CellStream
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	CellBio	CellStream
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	CellBio	CellStream
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	CellBio	CellStream
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	CellBio	CellStream
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	CellBio	CellStream
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	CellBio	CellStream
TruCount-CD45-TruCytes	3	3	1	CellBio	CellStream
TruCount-CD45-TruCytes	3	3	2	CellBio	CellStream
panel1-TruCytes	3	4	1	CellBio	CellStream
panel1-TruCytes	3	4	2	CellBio	CellStream
panel1-TruCytes	3	4	3	CellBio	CellStream
FC-APC-Cy7	1	1	1	CellBio	CytoflexS
FC-APC	1	1	1	CellBio	CytoflexS
FC-FITC	1	1	1	CellBio	CytoflexS
FC-PE-Cy7	1	1	1	CellBio	CytoflexS
FC-PerCP-Cy5.5	1	1	1	CellBio	CytoflexS
FC-PE	1	1	1	CellBio	CytoflexS
FC-V450	1	1	1	CellBio	CytoflexS
FC-V500-C	1	1	1	CellBio	CytoflexS
RCP-30-5A	1	1	1	CellBio	CytoflexS
APC-cryoPBMC	2	1	1	CellBio	CytoflexS
APC-Cy7-cryoPBMC	2	1	1	CellBio	CytoflexS
AqLD-lyoLeuk	2	1	1	CellBio	CytoflexS
AxPB-lyoLeuk	2	1	1	CellBio	CytoflexS
FITC-cryoPBMC	2	1	1	CellBio	CytoflexS
PE-cryoPBMC	2	1	1	CellBio	CytoflexS
PE-Cy7-cryoPBMC	2	1	1	CellBio	CytoflexS
PerCP-Cy5.5-cryoPBMC	2	1	1	CellBio	CytoflexS
APC-AbCTotal	2	2	1	CellBio	CytoflexS
APC-Cy7-AbCTotal	2	2	1	CellBio	CytoflexS
FITC-AbCTotal	2	2	1	CellBio	CytoflexS
PE-AbCTotal	2	2	1	CellBio	CytoflexS
PE-Cy7-AbCTotal	2	2	1	CellBio	CytoflexS
PerCP-Cy5.5-AbCTotal	2	2	1	CellBio	CytoflexS
APC-Versacmp	2	3	1	CellBio	CytoflexS
APC-Cy7-Versacmp	2	3	1	CellBio	CytoflexS
FITC-Versacmp	2	3	1	CellBio	CytoflexS
PE-Versacmp	2	3	1	CellBio	CytoflexS
PE-Cy7-Versacmp	2	3	1	CellBio	CytoflexS
PerCP-Cy5.5-Versacmp	2	3	1	CellBio	CytoflexS
AqBead	2	4	1	CellBio	CytoflexS
PBBead	2	4	1	CellBio	CytoflexS
cryoPBMC-APC-CD14-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-APC-CD19-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-APC-Cy7-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-AqLD-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-AxPB-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-FITC-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-PE-Cy7-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-PE-fmo	3	1	1	CellBio	CytoflexS
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	CellBio	CytoflexS
panel1-cryoPBMC-1	3	1	1	CellBio	CytoflexS
panel1-cryoPBMC-1	3	1	2	CellBio	CytoflexS
panel1-cryoPBMC-1	3	1	3	CellBio	CytoflexS
panel1-cryoPBMC-2	3	1	1	CellBio	CytoflexS
panel1-cryoPBMC-2	3	1	2	CellBio	CytoflexS
panel1-cryoPBMC-2	3	1	3	CellBio	CytoflexS
panel1-cryoPBMC-3	3	1	1	CellBio	CytoflexS
panel1-cryoPBMC-3	3	1	2	CellBio	CytoflexS
panel1-cryoPBMC-3	3	1	3	CellBio	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	CellBio	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	CellBio	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	CellBio	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	CellBio	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	CellBio	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	CellBio	CytoflexS
TruCount-CD45-TruCytes	3	3	1	CellBio	CytoflexS
TruCount-CD45-TruCytes	3	3	2	CellBio	CytoflexS
panel1-TruCytes	3	4	1	CellBio	CytoflexS
panel1-TruCytes	3	4	2	CellBio	CytoflexS
panel1-TruCytes	3	4	3	CellBio	CytoflexS
FC-APC-Cy7	1	1	1	FDACBER	AriaIII
FC-APC	1	1	1	FDACBER	AriaIII
FC-FITC	1	1	1	FDACBER	AriaIII
FC-PE-Cy7	1	1	1	FDACBER	AriaIII
FC-PerCP-Cy5.5	1	1	1	FDACBER	AriaIII
FC-PE	1	1	1	FDACBER	AriaIII
FC-V450	1	1	1	FDACBER	AriaIII
FC-V500-C	1	1	1	FDACBER	AriaIII
RCP-30-5A	1	1	1	FDACBER	AriaIII
APC-cryoPBMC	2	1	1	FDACBER	AriaIII
APC-Cy7-cryoPBMC	2	1	1	FDACBER	AriaIII
AqLD-lyoLeuk	2	1	1	FDACBER	AriaIII
AxPB-lyoLeuk	2	1	1	FDACBER	AriaIII
FITC-cryoPBMC	2	1	1	FDACBER	AriaIII
PE-cryoPBMC	2	1	1	FDACBER	AriaIII
PE-Cy7-cryoPBMC	2	1	1	FDACBER	AriaIII
PerCP-Cy5.5-cryoPBMC	2	1	1	FDACBER	AriaIII
APC-AbCTotal	2	2	1	FDACBER	AriaIII
APC-Cy7-AbCTotal	2	2	1	FDACBER	AriaIII
FITC-AbCTotal	2	2	1	FDACBER	AriaIII
PE-AbCTotal	2	2	1	FDACBER	AriaIII
PE-Cy7-AbCTotal	2	2	1	FDACBER	AriaIII
PerCP-Cy5.5-AbCTotal	2	2	1	FDACBER	AriaIII
APC-Versacmp	2	3	1	FDACBER	AriaIII
APC-Cy7-Versacmp	2	3	1	FDACBER	AriaIII
FITC-Versacmp	2	3	1	FDACBER	AriaIII
PE-Versacmp	2	3	1	FDACBER	AriaIII
PE-Cy7-Versacmp	2	3	1	FDACBER	AriaIII
PerCP-Cy5.5-Versacmp	2	3	1	FDACBER	AriaIII
AqBead	2	4	1	FDACBER	AriaIII
PBBead	2	4	1	FDACBER	AriaIII
cryoPBMC-APC-CD14-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-APC-CD19-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-APC-Cy7-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-AqLD-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-AxPB-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-FITC-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-PE-Cy7-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-PE-fmo	3	1	1	FDACBER	AriaIII
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	FDACBER	AriaIII
panel1-cryoPBMC-1	3	1	1	FDACBER	AriaIII
panel1-cryoPBMC-1	3	1	2	FDACBER	AriaIII
panel1-cryoPBMC-1	3	1	3	FDACBER	AriaIII
panel1-cryoPBMC-2	3	1	1	FDACBER	AriaIII
panel1-cryoPBMC-2	3	1	2	FDACBER	AriaIII
panel1-cryoPBMC-2	3	1	3	FDACBER	AriaIII
panel1-cryoPBMC-3	3	1	1	FDACBER	AriaIII
panel1-cryoPBMC-3	3	1	2	FDACBER	AriaIII
panel1-cryoPBMC-3	3	1	3	FDACBER	AriaIII
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	FDACBER	AriaIII
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	FDACBER	AriaIII
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	FDACBER	AriaIII
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	FDACBER	AriaIII
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	FDACBER	AriaIII
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	FDACBER	AriaIII
TruCount-CD45-TruCytes	3	3	1	FDACBER	AriaIII
TruCount-CD45-TruCytes	3	3	2	FDACBER	AriaIII
panel1-TruCytes	3	4	1	FDACBER	AriaIII
panel1-TruCytes	3	4	2	FDACBER	AriaIII
panel1-TruCytes	3	4	3	FDACBER	AriaIII
FC-APC-Cy7	1	1	1	FDACBER	Canto10
FC-APC	1	1	1	FDACBER	Canto10
FC-FITC	1	1	1	FDACBER	Canto10
FC-PE-Cy7	1	1	1	FDACBER	Canto10
FC-PerCP-Cy5.5	1	1	1	FDACBER	Canto10
FC-PE	1	1	1	FDACBER	Canto10
FC-V450	1	1	1	FDACBER	Canto10
FC-V500-C	1	1	1	FDACBER	Canto10
RCP-30-5A	1	1	1	FDACBER	Canto10
APC-cryoPBMC	2	1	1	FDACBER	Canto10
APC-Cy7-cryoPBMC	2	1	1	FDACBER	Canto10
AqLD-lyoLeuk	2	1	1	FDACBER	Canto10
AxPB-lyoLeuk	2	1	1	FDACBER	Canto10
FITC-cryoPBMC	2	1	1	FDACBER	Canto10
PE-cryoPBMC	2	1	1	FDACBER	Canto10
PE-Cy7-cryoPBMC	2	1	1	FDACBER	Canto10
PerCP-Cy5.5-cryoPBMC	2	1	1	FDACBER	Canto10
APC-AbCTotal	2	2	1	FDACBER	Canto10
APC-Cy7-AbCTotal	2	2	1	FDACBER	Canto10
FITC-AbCTotal	2	2	1	FDACBER	Canto10
PE-AbCTotal	2	2	1	FDACBER	Canto10
PE-Cy7-AbCTotal	2	2	1	FDACBER	Canto10
PerCP-Cy5.5-AbCTotal	2	2	1	FDACBER	Canto10
APC-Versacmp	2	3	1	FDACBER	Canto10
APC-Cy7-Versacmp	2	3	1	FDACBER	Canto10
FITC-Versacmp	2	3	1	FDACBER	Canto10
PE-Versacmp	2	3	1	FDACBER	Canto10
PE-Cy7-Versacmp	2	3	1	FDACBER	Canto10
PerCP-Cy5.5-Versacmp	2	3	1	FDACBER	Canto10
AqBead	2	4	1	FDACBER	Canto10
PBBead	2	4	1	FDACBER	Canto10
cryoPBMC-APC-CD14-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-APC-CD19-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-APC-Cy7-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-AqLD-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-AxPB-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-FITC-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-PE-Cy7-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-PE-fmo	3	1	1	FDACBER	Canto10
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	FDACBER	Canto10
panel1-cryoPBMC-1	3	1	1	FDACBER	Canto10
panel1-cryoPBMC-1	3	1	2	FDACBER	Canto10
panel1-cryoPBMC-1	3	1	3	FDACBER	Canto10
panel1-cryoPBMC-2	3	1	1	FDACBER	Canto10
panel1-cryoPBMC-2	3	1	2	FDACBER	Canto10
panel1-cryoPBMC-2	3	1	3	FDACBER	Canto10
panel1-cryoPBMC-3	3	1	1	FDACBER	Canto10
panel1-cryoPBMC-3	3	1	2	FDACBER	Canto10
panel1-cryoPBMC-3	3	1	3	FDACBER	Canto10
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	FDACBER	Canto10
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	FDACBER	Canto10
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	FDACBER	Canto10
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	FDACBER	Canto10
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	FDACBER	Canto10
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	FDACBER	Canto10
TruCount-CD45-TruCytes	3	3	1	FDACBER	Canto10
TruCount-CD45-TruCytes	3	3	2	FDACBER	Canto10
panel1-TruCytes	3	4	1	FDACBER	Canto10
panel1-TruCytes	3	4	2	FDACBER	Canto10
panel1-TruCytes	3	4	3	FDACBER	Canto10
FC-APC-Cy7	1	1	1	FDACBER	CantoII-1
FC-APC	1	1	1	FDACBER	CantoII-1
FC-FITC	1	1	1	FDACBER	CantoII-1
FC-PE-Cy7	1	1	1	FDACBER	CantoII-1
FC-PerCP-Cy5.5	1	1	1	FDACBER	CantoII-1
FC-PE	1	1	1	FDACBER	CantoII-1
FC-V450	1	1	1	FDACBER	CantoII-1
FC-V500-C	1	1	1	FDACBER	CantoII-1
RCP-30-5A	1	1	1	FDACBER	CantoII-1
APC-cryoPBMC	2	1	1	FDACBER	CantoII-1
APC-Cy7-cryoPBMC	2	1	1	FDACBER	CantoII-1
AqLD-lyoLeuk	2	1	1	FDACBER	CantoII-1
AxPB-lyoLeuk	2	1	1	FDACBER	CantoII-1
FITC-cryoPBMC	2	1	1	FDACBER	CantoII-1
PE-cryoPBMC	2	1	1	FDACBER	CantoII-1
PE-Cy7-cryoPBMC	2	1	1	FDACBER	CantoII-1
PerCP-Cy5.5-cryoPBMC	2	1	1	FDACBER	CantoII-1
APC-AbCTotal	2	2	1	FDACBER	CantoII-1
APC-Cy7-AbCTotal	2	2	1	FDACBER	CantoII-1
FITC-AbCTotal	2	2	1	FDACBER	CantoII-1
PE-AbCTotal	2	2	1	FDACBER	CantoII-1
PE-Cy7-AbCTotal	2	2	1	FDACBER	CantoII-1
PerCP-Cy5.5-AbCTotal	2	2	1	FDACBER	CantoII-1
APC-Versacmp	2	3	1	FDACBER	CantoII-1
APC-Cy7-Versacmp	2	3	1	FDACBER	CantoII-1
FITC-Versacmp	2	3	1	FDACBER	CantoII-1
PE-Versacmp	2	3	1	FDACBER	CantoII-1
PE-Cy7-Versacmp	2	3	1	FDACBER	CantoII-1
PerCP-Cy5.5-Versacmp	2	3	1	FDACBER	CantoII-1
AqBead	2	4	1	FDACBER	CantoII-1
PBBead	2	4	1	FDACBER	CantoII-1
cryoPBMC-APC-CD14-fmo	3	1	1	FDACBER	CantoII-1
cryoPBMC-APC-CD19-fmo	3	1	1	FDACBER	CantoII-1
cryoPBMC-APC-Cy7-fmo	3	1	1	FDACBER	CantoII-1
